Bond_Sale_Date,Bond_ID,Sale_Amount,Bond_Maturity_Date,Bond_Type,Interest_Rate
2024-02-21 23:16:22.643622,BOND_27,48764.41,2024-08-08 23:16:22.683105,Corporate Bond,3.17
2024-01-17 23:16:22.643622,BOND_73,42475.75,2024-07-27 23:16:22.683105,Government Bond,2.66
2024-04-16 23:16:22.643622,BOND_145,28136.04,2024-10-02 23:16:22.683105,Government Bond,3.96
2023-11-28 23:16:22.643622,BOND_1,45541.97,2025-07-27 23:16:22.683105,Government Bond,2.75
2024-08-05 23:16:22.643622,BOND_87,30807.83,2025-01-30 23:16:22.683105,Corporate Bond,1.09
2024-05-11 23:16:22.643622,BOND_56,39569.32,2024-08-17 23:16:22.683105,Government Bond,4.3
2023-12-13 23:16:22.643622,BOND_45,41507.37,2025-02-13 23:16:22.683105,Government Bond,3.64
2024-04-06 23:16:22.643622,BOND_104,29831.16,2024-05-08 23:16:22.683105,Corporate Bond,3.76
2024-03-17 23:16:22.643622,BOND_55,14183.5,2024-10-04 23:16:22.683105,Government Bond,1.72
2024-07-25 23:16:22.643622,BOND_108,26447.08,2025-01-29 23:16:22.683105,Corporate Bond,1.02
2024-07-17 23:16:22.643622,BOND_188,38746.31,2024-08-02 23:16:22.683105,Government Bond,2.53
2024-08-11 23:16:22.643622,BOND_199,18399.82,2024-10-28 23:16:22.683105,Government Bond,4.01
2024-10-03 23:16:22.643622,BOND_123,43210.45,2024-05-19 23:16:22.683105,Government Bond,4.46
2024-07-22 23:16:22.643622,BOND_124,40866.91,2024-12-21 23:16:22.683105,Government Bond,2.29
2024-04-27 23:16:22.643622,BOND_152,24284.08,2024-05-25 23:16:22.683105,Corporate Bond,4.2
2023-12-28 23:16:22.643622,BOND_122,11370.52,2024-12-01 23:16:22.683105,Government Bond,2.57
2024-08-20 23:16:22.643622,BOND_174,18304.94,2024-06-06 23:16:22.683105,Government Bond,4.49
2024-05-11 23:16:22.643622,BOND_140,18886.25,2024-08-22 23:16:22.683105,Government Bond,2.05
2024-07-25 23:16:22.643622,BOND_142,28221.51,2024-11-23 23:16:22.683105,Corporate Bond,2.61
2024-06-25 23:16:22.643622,BOND_110,22373.93,2024-07-03 23:16:22.683105,Government Bond,1.94
2024-01-28 23:16:22.643622,BOND_149,24347.08,2025-04-03 23:16:22.683105,Corporate Bond,4.18
2024-06-23 23:16:22.643622,BOND_141,35137.53,2024-08-14 23:16:22.683105,Government Bond,1.52
2023-11-08 23:16:22.643622,BOND_190,22565.51,2025-01-16 23:16:22.683105,Corporate Bond,3.1
2024-08-05 23:16:22.643622,BOND_56,48171.8,2025-01-29 23:16:22.683105,Corporate Bond,1.78
2024-10-03 23:16:22.643622,BOND_28,48253.12,2025-01-19 23:16:22.683105,Corporate Bond,4.01
2024-01-09 23:16:22.643622,BOND_72,20434.48,2025-05-10 23:16:22.683105,Government Bond,4.38
2024-02-10 23:16:22.643622,BOND_127,37390.7,2024-08-28 23:16:22.683105,Government Bond,4.24
2024-04-06 23:16:22.643622,BOND_146,33169.23,2025-06-25 23:16:22.683105,Corporate Bond,3.01
2023-10-11 23:16:22.643622,BOND_105,26417.36,2024-05-07 23:16:22.683105,Government Bond,4.84
2023-11-18 23:16:22.643622,BOND_43,14057.81,2024-10-07 23:16:22.683105,Corporate Bond,2.74
2024-01-24 23:16:22.643622,BOND_89,20340.33,2024-12-31 23:16:22.683105,Government Bond,2.71
2024-06-19 23:16:22.643622,BOND_87,23615.41,2024-11-28 23:16:22.683105,Government Bond,2.74
2023-11-24 23:16:22.643622,BOND_174,10313.49,2025-05-06 23:16:22.683105,Corporate Bond,2.23
2024-01-02 23:16:22.643622,BOND_121,42456.73,2024-07-05 23:16:22.683105,Corporate Bond,1.45
2024-04-03 23:16:22.643622,BOND_33,21061.22,2024-01-23 23:16:22.683105,Corporate Bond,3.65
2023-10-11 23:16:22.643622,BOND_183,28086.31,2024-11-13 23:16:22.683105,Government Bond,3.67
2024-04-06 23:16:22.643622,BOND_34,33289.26,2024-09-03 23:16:22.683105,Government Bond,2.56
2023-11-09 23:16:22.643622,BOND_88,39241.58,2024-10-22 23:16:22.683105,Government Bond,1.69
2024-03-26 23:16:22.643622,BOND_6,32472.71,2024-06-04 23:16:22.683105,Government Bond,3.47
2024-08-23 23:16:22.643622,BOND_3,45683.67,2024-03-18 23:16:22.683105,Corporate Bond,1.1
2023-10-29 23:16:22.643622,BOND_135,48548.35,2024-06-02 23:16:22.683105,Corporate Bond,2.14
2024-04-12 23:16:22.643622,BOND_146,19368.59,2024-08-20 23:16:22.683105,Government Bond,4.21
2024-06-18 23:16:22.643622,BOND_37,48893.94,2024-11-07 23:16:22.683105,Corporate Bond,4.22
2024-01-06 23:16:22.643622,BOND_167,32354.92,2024-11-21 23:16:22.683105,Corporate Bond,1.74
2024-01-18 23:16:22.643622,BOND_103,48682.78,2024-12-02 23:16:22.683105,Corporate Bond,4.66
2024-02-10 23:16:22.643622,BOND_194,30748.51,2025-01-18 23:16:22.683105,Government Bond,2.5
2024-05-06 23:16:22.643622,BOND_143,30984.41,2024-08-08 23:16:22.683105,Corporate Bond,2.01
2024-03-02 23:16:22.643622,BOND_159,15587.1,2024-11-20 23:16:22.683105,Corporate Bond,4.8
2023-12-27 23:16:22.643622,BOND_19,44406.36,2024-03-19 23:16:22.683105,Corporate Bond,3.06
2024-07-12 23:16:22.643622,BOND_61,32003.62,2025-03-18 23:16:22.683105,Corporate Bond,2.0
2024-06-26 23:16:22.643622,BOND_66,37766.08,2025-03-14 23:16:22.683105,Corporate Bond,4.8
2024-07-03 23:16:22.643622,BOND_35,43177.12,2025-01-27 23:16:22.683105,Corporate Bond,1.58
2024-05-20 23:16:22.643622,BOND_58,37625.31,2025-01-07 23:16:22.683105,Corporate Bond,4.66
2024-09-20 23:16:22.643622,BOND_58,28979.2,2024-05-26 23:16:22.683105,Corporate Bond,3.13
2024-02-17 23:16:22.643622,BOND_98,46941.66,2024-04-24 23:16:22.683105,Corporate Bond,1.64
2024-03-21 23:16:22.643622,BOND_150,29157.3,2024-10-23 23:16:22.683105,Corporate Bond,4.56
2024-06-12 23:16:22.643622,BOND_47,31254.18,2024-04-18 23:16:22.683105,Government Bond,4.35
2024-03-25 23:16:22.643622,BOND_23,29993.67,2025-03-09 23:16:22.683105,Government Bond,3.04
2023-10-21 23:16:22.643622,BOND_171,36228.87,2024-09-14 23:16:22.683105,Corporate Bond,1.84
2024-03-23 23:16:22.643622,BOND_144,36207.43,2025-05-04 23:16:22.683105,Corporate Bond,4.62
2024-02-13 23:16:22.643622,BOND_59,37633.31,2024-01-04 23:16:22.683105,Corporate Bond,3.37
2024-09-09 23:16:22.643622,BOND_160,19591.4,2024-10-28 23:16:22.683105,Government Bond,1.1
2024-02-15 23:16:22.643622,BOND_85,22440.18,2024-09-18 23:16:22.683105,Corporate Bond,1.55
2024-06-10 23:16:22.643622,BOND_30,40146.83,2024-08-20 23:16:22.683105,Corporate Bond,2.9
2023-10-29 23:16:22.643622,BOND_167,27368.22,2024-12-27 23:16:22.683105,Corporate Bond,1.98
2023-11-07 23:16:22.643622,BOND_82,14430.29,2024-09-26 23:16:22.683105,Corporate Bond,4.98
2024-04-18 23:16:22.643622,BOND_169,10733.14,2024-12-03 23:16:22.683105,Government Bond,3.43
2024-05-29 23:16:22.643622,BOND_127,23793.06,2025-01-29 23:16:22.683105,Corporate Bond,2.4
2024-03-05 23:16:22.643622,BOND_132,21825.36,2024-10-29 23:16:22.683105,Corporate Bond,4.19
2024-02-04 23:16:22.643622,BOND_73,45836.53,2024-02-18 23:16:22.683105,Government Bond,2.87
2024-07-25 23:16:22.643622,BOND_13,33498.54,2024-04-07 23:16:22.683105,Government Bond,4.32
2024-08-14 23:16:22.643622,BOND_134,24730.66,2024-12-26 23:16:22.683105,Corporate Bond,3.26
2023-10-19 23:16:22.643622,BOND_39,26686.43,2024-12-15 23:16:22.683105,Government Bond,3.36
2024-03-14 23:16:22.643622,BOND_196,12876.57,2025-02-15 23:16:22.683105,Government Bond,3.49
2024-05-07 23:16:22.643622,BOND_92,32725.93,2024-04-29 23:16:22.683105,Corporate Bond,2.21
2023-11-07 23:16:22.643622,BOND_48,12286.66,2025-05-04 23:16:22.683105,Government Bond,1.62
2024-02-08 23:16:22.643622,BOND_190,21587.25,2025-03-30 23:16:22.683105,Corporate Bond,1.06
2023-11-23 23:16:22.643622,BOND_16,28034.97,2025-05-15 23:16:22.683105,Corporate Bond,3.51
2024-07-03 23:16:22.643622,BOND_129,20440.27,2024-07-18 23:16:22.683105,Government Bond,3.41
2024-09-16 23:16:22.643622,BOND_18,35684.13,2024-11-01 23:16:22.683105,Government Bond,1.06
2024-09-12 23:16:22.643622,BOND_152,19053.9,2025-08-26 23:16:22.683105,Government Bond,2.22
2024-09-28 23:16:22.643622,BOND_166,25924.91,2023-11-27 23:16:22.683105,Corporate Bond,3.02
2024-04-15 23:16:22.643622,BOND_126,17410.89,2024-08-23 23:16:22.683105,Corporate Bond,4.64
2024-08-12 23:16:22.643622,BOND_174,47746.88,2024-11-25 23:16:22.683105,Corporate Bond,4.1
2024-01-28 23:16:22.643622,BOND_183,16259.14,2024-03-09 23:16:22.683105,Government Bond,1.26
2024-02-02 23:16:22.643622,BOND_76,31459.22,2024-03-19 23:16:22.683105,Corporate Bond,2.36
2023-11-21 23:16:22.643622,BOND_137,11687.97,2024-05-24 23:16:22.683105,Government Bond,1.38
2024-07-18 23:16:22.643622,BOND_172,11418.87,2025-02-07 23:16:22.683105,Corporate Bond,4.1
2023-12-23 23:16:22.643622,BOND_103,38366.55,2025-03-19 23:16:22.683105,Government Bond,3.68
2024-03-16 23:16:22.643622,BOND_177,31287.59,2024-05-22 23:16:22.683105,Government Bond,1.26
2024-07-24 23:16:22.643622,BOND_35,24818.4,2024-05-24 23:16:22.683105,Corporate Bond,1.96
2023-11-29 23:16:22.643622,BOND_107,19516.78,2025-02-16 23:16:22.683105,Government Bond,3.33
2023-10-25 23:16:22.643622,BOND_138,27305.65,2025-02-23 23:16:22.683105,Government Bond,2.73
2024-05-16 23:16:22.643622,BOND_64,11615.06,2025-07-16 23:16:22.683105,Government Bond,1.39
2024-02-24 23:16:22.643622,BOND_13,21966.05,2025-04-29 23:16:22.683105,Government Bond,3.96
2023-11-11 23:16:22.643622,BOND_70,26637.46,2024-10-04 23:16:22.683105,Government Bond,4.52
2024-01-08 23:16:22.643622,BOND_5,18886.46,2024-08-29 23:16:22.683105,Government Bond,1.75
2024-01-20 23:16:22.643622,BOND_58,48769.87,2024-02-23 23:16:22.683105,Corporate Bond,1.7
2024-07-30 23:16:22.643622,BOND_52,30971.01,2025-02-01 23:16:22.683105,Government Bond,3.76
2024-01-18 23:16:22.643622,BOND_72,16601.94,2024-12-17 23:16:22.683105,Government Bond,1.51
2024-08-10 23:16:22.643622,BOND_54,46450.72,2024-04-12 23:16:22.683105,Government Bond,4.51
2024-01-11 23:16:22.643622,BOND_197,11171.49,2025-01-13 23:16:22.683105,Corporate Bond,1.78
2024-01-06 23:16:22.643622,BOND_92,35204.11,2025-01-31 23:16:22.683105,Corporate Bond,3.35
2024-07-09 23:16:22.643622,BOND_82,33228.99,2024-11-18 23:16:22.683105,Government Bond,4.93
2024-02-19 23:16:22.643622,BOND_166,36639.93,2024-09-10 23:16:22.683105,Government Bond,2.78
2023-11-06 23:16:22.643622,BOND_187,49066.58,2024-07-06 23:16:22.683105,Government Bond,4.5
2024-02-18 23:16:22.643622,BOND_106,17859.47,2024-08-25 23:16:22.683105,Corporate Bond,1.54
2024-09-11 23:16:22.643622,BOND_68,36960.38,2024-11-17 23:16:22.683105,Corporate Bond,2.45
2024-07-03 23:16:22.643622,BOND_105,33335.7,2025-04-03 23:16:22.683105,Corporate Bond,1.39
2024-05-20 23:16:22.643622,BOND_194,41275.63,2025-02-22 23:16:22.683105,Government Bond,1.87
2024-03-20 23:16:22.643622,BOND_93,48093.48,2025-02-08 23:16:22.683105,Corporate Bond,3.06
2024-10-03 23:16:22.643622,BOND_48,12617.53,2025-06-16 23:16:22.683105,Corporate Bond,4.77
2024-04-14 23:16:22.643622,BOND_61,48450.27,2024-03-09 23:16:22.683105,Corporate Bond,3.42
2024-08-23 23:16:22.643622,BOND_134,30745.36,2024-11-03 23:16:22.683105,Corporate Bond,3.1
2024-02-18 23:16:22.643622,BOND_130,11878.15,2025-06-08 23:16:22.683105,Government Bond,2.88
2024-05-01 23:16:22.643622,BOND_97,17121.72,2025-05-02 23:16:22.683105,Government Bond,4.76
2024-09-21 23:16:22.643622,BOND_18,24691.02,2024-09-10 23:16:22.683105,Corporate Bond,2.29
2023-11-18 23:16:22.643622,BOND_190,27471.58,2024-12-07 23:16:22.683105,Corporate Bond,1.18
2024-03-08 23:16:22.643622,BOND_59,28093.66,2024-05-17 23:16:22.683105,Corporate Bond,1.45
2024-05-21 23:16:22.643622,BOND_94,12589.82,2025-07-07 23:16:22.683105,Corporate Bond,3.18
2024-09-12 23:16:22.643622,BOND_119,27220.57,2024-03-12 23:16:22.683105,Government Bond,1.13
2024-03-24 23:16:22.643622,BOND_144,31368.08,2024-03-06 23:16:22.683105,Government Bond,4.91
2024-02-14 23:16:22.643622,BOND_160,13760.58,2025-01-03 23:16:22.683105,Government Bond,3.69
2024-01-10 23:16:22.643622,BOND_45,36056.47,2024-08-06 23:16:22.683105,Corporate Bond,3.97
2024-09-27 23:16:22.643622,BOND_143,38802.76,2025-04-25 23:16:22.683105,Government Bond,1.67
2024-03-26 23:16:22.643622,BOND_47,47308.85,2025-06-28 23:16:22.683105,Government Bond,4.55
2024-09-16 23:16:22.643622,BOND_61,13443.04,2025-03-26 23:16:22.683105,Corporate Bond,4.43
2024-01-14 23:16:22.643622,BOND_175,18638.24,2024-12-30 23:16:22.683105,Corporate Bond,2.43
2024-08-18 23:16:22.643622,BOND_170,34335.59,2024-12-18 23:16:22.683105,Government Bond,1.33
2024-03-26 23:16:22.643622,BOND_125,44504.96,2024-05-26 23:16:22.683105,Government Bond,2.73
2024-03-18 23:16:22.643622,BOND_131,45012.79,2024-09-30 23:16:22.683105,Government Bond,2.27
2023-10-09 23:16:22.643622,BOND_85,26701.96,2025-03-15 23:16:22.683105,Government Bond,1.76
2023-10-15 23:16:22.643622,BOND_80,12861.35,2025-09-02 23:16:22.683105,Government Bond,4.75
2024-02-26 23:16:22.643622,BOND_156,17703.62,2025-03-08 23:16:22.683105,Corporate Bond,2.01
2024-07-09 23:16:22.643622,BOND_82,29909.72,2025-06-15 23:16:22.683105,Government Bond,1.25
2024-06-09 23:16:22.643622,BOND_27,30682.62,2024-03-11 23:16:22.683105,Corporate Bond,3.96
2024-02-25 23:16:22.643622,BOND_108,34034.3,2025-01-04 23:16:22.683105,Corporate Bond,4.54
2024-03-21 23:16:22.643622,BOND_108,21845.84,2024-04-24 23:16:22.683105,Corporate Bond,2.21
2023-12-04 23:16:22.643622,BOND_25,30940.83,2025-04-14 23:16:22.683105,Government Bond,3.36
2024-08-17 23:16:22.643622,BOND_112,31181.02,2024-02-01 23:16:22.683105,Government Bond,3.96
2024-04-15 23:16:22.643622,BOND_33,35851.59,2025-06-16 23:16:22.683105,Government Bond,3.32
2024-09-08 23:16:22.643622,BOND_20,43436.2,2025-07-14 23:16:22.683105,Corporate Bond,2.52
2024-08-15 23:16:22.643622,BOND_78,24845.83,2023-11-17 23:16:22.683105,Government Bond,1.47
2024-03-14 23:16:22.643622,BOND_123,47380.91,2024-11-19 23:16:22.683105,Corporate Bond,1.57
2024-05-17 23:16:22.643622,BOND_185,20362.5,2025-03-21 23:16:22.683105,Government Bond,1.31
2024-04-03 23:16:22.643622,BOND_14,18990.52,2024-04-17 23:16:22.683105,Corporate Bond,3.27
2024-02-06 23:16:22.643622,BOND_104,15485.78,2024-05-18 23:16:22.683105,Corporate Bond,1.72
2024-06-24 23:16:22.643622,BOND_103,30945.63,2025-03-27 23:16:22.683105,Corporate Bond,1.83
2024-09-09 23:16:22.643622,BOND_139,47648.49,2025-09-10 23:16:22.683105,Government Bond,2.92
2024-04-19 23:16:22.643622,BOND_3,44492.07,2024-12-27 23:16:22.683105,Corporate Bond,3.24
2024-01-21 23:16:22.643622,BOND_61,29843.97,2024-09-27 23:16:22.683105,Government Bond,4.56
2023-12-10 23:16:22.643622,BOND_59,44144.98,2024-09-22 23:16:22.683105,Corporate Bond,3.87
2024-01-07 23:16:22.643622,BOND_57,17717.5,2024-10-25 23:16:22.683105,Corporate Bond,4.47
2024-02-09 23:16:22.643622,BOND_194,21251.2,2025-03-12 23:16:22.683105,Corporate Bond,3.32
2024-09-03 23:16:22.643622,BOND_77,17592.55,2025-03-25 23:16:22.683105,Corporate Bond,1.89
2023-10-12 23:16:22.643622,BOND_170,26528.69,2024-01-18 23:16:22.683105,Government Bond,1.38
2024-04-06 23:16:22.643622,BOND_79,19995.79,2024-08-15 23:16:22.683105,Government Bond,1.46
2024-09-20 23:16:22.643622,BOND_195,15811.01,2024-03-10 23:16:22.683105,Government Bond,2.61
2024-06-26 23:16:22.643622,BOND_21,38260.73,2024-09-13 23:16:22.683105,Corporate Bond,2.18
2024-01-02 23:16:22.643622,BOND_9,26279.3,2025-05-23 23:16:22.683105,Corporate Bond,1.06
2024-02-27 23:16:22.643622,BOND_165,29168.92,2024-10-01 23:16:22.683105,Government Bond,2.27
2023-12-12 23:16:22.643622,BOND_73,39618.14,2025-01-27 23:16:22.683105,Government Bond,2.17
2024-06-26 23:16:22.643622,BOND_126,32068.93,2024-04-11 23:16:22.683105,Corporate Bond,2.44
2024-08-03 23:16:22.643622,BOND_195,22908.97,2024-02-07 23:16:22.683105,Government Bond,3.13
2024-07-31 23:16:22.643622,BOND_130,12484.59,2024-10-27 23:16:22.683105,Corporate Bond,3.61
2024-04-21 23:16:22.643622,BOND_167,10361.32,2024-09-06 23:16:22.683105,Corporate Bond,2.86
2024-09-25 23:16:22.643622,BOND_190,29981.0,2025-05-08 23:16:22.683105,Government Bond,3.82
2024-02-21 23:16:22.643622,BOND_161,14573.7,2024-12-09 23:16:22.683105,Corporate Bond,1.88
2024-08-16 23:16:22.643622,BOND_131,11582.72,2024-04-03 23:16:22.683105,Government Bond,1.41
2024-09-10 23:16:22.643622,BOND_60,23645.02,2024-04-05 23:16:22.683105,Corporate Bond,4.96
2024-04-19 23:16:22.643622,BOND_24,31923.89,2024-10-13 23:16:22.683105,Government Bond,2.58
2023-10-24 23:16:22.643622,BOND_47,47807.65,2024-06-16 23:16:22.683105,Corporate Bond,1.14
2024-06-09 23:16:22.643622,BOND_56,37290.0,2025-04-16 23:16:22.683105,Corporate Bond,4.19
2023-12-13 23:16:22.643622,BOND_187,49792.65,2024-08-26 23:16:22.683105,Government Bond,3.95
2023-11-29 23:16:22.643622,BOND_152,20049.37,2025-08-04 23:16:22.683105,Government Bond,1.32
2024-02-05 23:16:22.643622,BOND_33,36861.1,2025-04-29 23:16:22.683105,Corporate Bond,1.94
2023-12-17 23:16:22.643622,BOND_106,18373.83,2025-01-10 23:16:22.683105,Government Bond,1.88
2023-11-22 23:16:22.643622,BOND_56,37589.04,2024-09-05 23:16:22.683105,Corporate Bond,4.45
2024-03-22 23:16:22.643622,BOND_185,21496.73,2025-02-07 23:16:22.683105,Government Bond,4.48
2024-05-14 23:16:22.643622,BOND_171,10361.28,2024-04-22 23:16:22.683105,Government Bond,2.2
2023-12-10 23:16:22.643622,BOND_199,47158.0,2024-07-14 23:16:22.683105,Corporate Bond,4.59
2023-11-06 23:16:22.643622,BOND_47,48347.69,2024-03-03 23:16:22.683105,Corporate Bond,4.6
2023-11-12 23:16:22.643622,BOND_80,11218.57,2024-12-22 23:16:22.683105,Corporate Bond,4.66
2024-03-16 23:16:22.643622,BOND_88,14837.36,2024-07-05 23:16:22.683105,Corporate Bond,4.79
2024-06-08 23:16:22.643622,BOND_141,32542.4,2024-02-15 23:16:22.683105,Corporate Bond,3.53
2024-03-30 23:16:22.643622,BOND_82,27077.57,2024-04-12 23:16:22.683105,Corporate Bond,3.12
2024-01-06 23:16:22.643622,BOND_110,32125.05,2025-03-24 23:16:22.683105,Government Bond,4.48
2024-02-25 23:16:22.643622,BOND_127,40743.25,2024-10-08 23:16:22.683105,Corporate Bond,1.11
2024-05-23 23:16:22.643622,BOND_53,18283.47,2025-03-10 23:16:22.683105,Government Bond,4.93
2023-11-27 23:16:22.643622,BOND_147,11399.38,2024-12-02 23:16:22.683105,Government Bond,1.12
2024-06-20 23:16:22.643622,BOND_23,30526.15,2024-02-03 23:16:22.683105,Government Bond,2.61
2024-04-04 23:16:22.643622,BOND_78,34064.16,2024-12-23 23:16:22.683105,Government Bond,1.7
2024-03-10 23:16:22.643622,BOND_32,38161.91,2024-11-07 23:16:22.683105,Corporate Bond,1.53
2024-09-09 23:16:22.643622,BOND_32,22372.28,2024-10-21 23:16:22.683105,Corporate Bond,1.75
2024-09-05 23:16:22.643622,BOND_135,25490.1,2024-10-28 23:16:22.683105,Government Bond,1.76
2024-03-17 23:16:22.643622,BOND_18,46141.67,2025-01-12 23:16:22.683105,Corporate Bond,4.94
2024-08-12 23:16:22.643622,BOND_97,23324.61,2025-04-14 23:16:22.683105,Corporate Bond,2.65
2024-06-19 23:16:22.643622,BOND_170,17911.35,2024-12-09 23:16:22.683105,Corporate Bond,4.57
2023-12-12 23:16:22.643622,BOND_54,36193.13,2024-04-22 23:16:22.683105,Corporate Bond,1.83
2024-06-28 23:16:22.643622,BOND_154,38078.97,2025-01-14 23:16:22.683105,Government Bond,2.73
2024-04-16 23:16:22.643622,BOND_64,17741.3,2024-11-17 23:16:22.683105,Corporate Bond,2.04
2024-05-27 23:16:22.643622,BOND_199,11035.81,2024-08-26 23:16:22.683105,Government Bond,1.77
2024-02-10 23:16:22.643622,BOND_86,40059.29,2024-11-23 23:16:22.683105,Corporate Bond,4.13
2024-01-04 23:16:22.643622,BOND_42,38831.01,2024-08-16 23:16:22.683105,Government Bond,2.39
2024-09-20 23:16:22.643622,BOND_69,16671.31,2024-12-04 23:16:22.683105,Corporate Bond,4.32
2024-03-11 23:16:22.643622,BOND_170,12085.38,2024-12-07 23:16:22.683105,Corporate Bond,2.94
2023-12-22 23:16:22.643622,BOND_185,40320.11,2025-01-03 23:16:22.683105,Corporate Bond,4.75
2024-06-07 23:16:22.643622,BOND_135,33757.31,2025-02-22 23:16:22.683105,Government Bond,3.25
2024-08-06 23:16:22.643622,BOND_43,11161.24,2024-10-19 23:16:22.683105,Government Bond,3.24
2023-11-25 23:16:22.643622,BOND_125,48982.63,2025-01-07 23:16:22.683105,Government Bond,1.76
2024-05-04 23:16:22.643622,BOND_130,48611.78,2024-12-15 23:16:22.683105,Corporate Bond,3.06
2024-04-12 23:16:22.643622,BOND_122,42714.8,2024-09-06 23:16:22.683105,Corporate Bond,1.97
2023-11-11 23:16:22.643622,BOND_96,31593.22,2024-11-03 23:16:22.683105,Corporate Bond,4.21
2024-01-19 23:16:22.643622,BOND_180,44528.65,2024-09-02 23:16:22.683105,Government Bond,1.33
2024-01-16 23:16:22.643622,BOND_21,20105.55,2024-10-28 23:16:22.683105,Corporate Bond,2.79
2024-02-19 23:16:22.643622,BOND_148,15671.14,2024-06-21 23:16:22.683105,Corporate Bond,1.81
2024-04-21 23:16:22.643622,BOND_178,42447.65,2024-07-12 23:16:22.683105,Corporate Bond,4.9
2024-03-27 23:16:22.643622,BOND_22,45314.66,2024-11-06 23:16:22.683105,Government Bond,4.9
2024-05-09 23:16:22.643622,BOND_117,10422.49,2025-01-06 23:16:22.683105,Government Bond,2.22
2024-08-21 23:16:22.643622,BOND_81,13395.23,2025-02-09 23:16:22.683105,Corporate Bond,2.51
2024-10-01 23:16:22.643622,BOND_40,11239.72,2024-09-28 23:16:22.683105,Corporate Bond,3.39
2024-02-04 23:16:22.643622,BOND_51,13454.85,2024-10-28 23:16:22.683105,Government Bond,3.09
2024-06-17 23:16:22.643622,BOND_104,46988.62,2024-02-23 23:16:22.683105,Government Bond,1.73
2023-11-14 23:16:22.643622,BOND_15,35294.22,2024-12-16 23:16:22.683105,Government Bond,4.15
2024-08-20 23:16:22.643622,BOND_28,17948.22,2024-01-04 23:16:22.683105,Corporate Bond,4.3
2024-07-14 23:16:22.643622,BOND_132,49894.25,2024-11-06 23:16:22.683105,Corporate Bond,1.96
2024-06-23 23:16:22.643622,BOND_116,33564.69,2024-09-17 23:16:22.683105,Government Bond,4.99
2024-05-06 23:16:22.643622,BOND_153,35483.11,2024-11-15 23:16:22.683105,Corporate Bond,1.24
2024-06-26 23:16:22.643622,BOND_199,17891.26,2025-02-07 23:16:22.683105,Government Bond,2.07
2024-05-11 23:16:22.643622,BOND_48,22819.85,2024-09-19 23:16:22.683105,Corporate Bond,4.97
2024-06-02 23:16:22.643622,BOND_117,30344.7,2024-09-23 23:16:22.683105,Government Bond,1.73
2024-07-07 23:16:22.643622,BOND_187,17486.16,2024-04-10 23:16:22.683105,Corporate Bond,3.36
2024-06-21 23:16:22.643622,BOND_22,30571.88,2024-10-23 23:16:22.683105,Corporate Bond,2.49
2024-03-09 23:16:22.643622,BOND_12,18692.72,2025-03-02 23:16:22.683105,Corporate Bond,1.5
2024-07-10 23:16:22.643622,BOND_197,47319.82,2025-09-17 23:16:22.683105,Government Bond,2.66
2024-08-23 23:16:22.643622,BOND_106,32413.68,2024-03-04 23:16:22.683105,Government Bond,2.97
2023-12-15 23:16:22.643622,BOND_121,17903.31,2024-05-24 23:16:22.683105,Government Bond,4.43
2024-04-24 23:16:22.643622,BOND_12,20504.91,2025-02-10 23:16:22.683105,Corporate Bond,2.5
2024-08-05 23:16:22.643622,BOND_44,33512.57,2025-02-01 23:16:22.683105,Government Bond,2.96
2024-05-15 23:16:22.643622,BOND_161,48410.26,2024-09-30 23:16:22.683105,Corporate Bond,1.35
2024-07-27 23:16:22.643622,BOND_37,10653.31,2025-01-07 23:16:22.683105,Corporate Bond,2.01
2023-12-22 23:16:22.643622,BOND_4,35775.98,2024-12-25 23:16:22.683105,Corporate Bond,3.03
2023-10-20 23:16:22.643622,BOND_105,36345.61,2024-08-12 23:16:22.683105,Corporate Bond,4.25
2024-01-04 23:16:22.643622,BOND_152,22612.38,2025-01-19 23:16:22.683105,Corporate Bond,2.71
2024-06-03 23:16:22.643622,BOND_172,37558.67,2024-11-30 23:16:22.683105,Corporate Bond,2.74
2023-11-18 23:16:22.643622,BOND_6,25578.17,2025-03-08 23:16:22.683105,Corporate Bond,3.69
2024-07-31 23:16:22.643622,BOND_194,15358.26,2024-11-22 23:16:22.683105,Government Bond,1.08
2024-04-24 23:16:22.643622,BOND_31,33084.53,2024-12-19 23:16:22.683105,Government Bond,4.01
2024-09-01 23:16:22.643622,BOND_16,16474.45,2024-09-13 23:16:22.683105,Corporate Bond,1.01
2024-05-08 23:16:22.643622,BOND_149,30057.94,2024-08-11 23:16:22.683105,Government Bond,1.21
2024-05-24 23:16:22.643622,BOND_161,38232.01,2024-08-09 23:16:22.683105,Government Bond,1.46
2024-05-17 23:16:22.643622,BOND_88,41148.25,2024-11-02 23:16:22.683105,Government Bond,1.84
2024-06-16 23:16:22.643622,BOND_75,29185.64,2024-07-14 23:16:22.683105,Corporate Bond,4.27
2024-02-10 23:16:22.643622,BOND_3,19061.04,2025-07-30 23:16:22.683105,Corporate Bond,3.7
2024-04-20 23:16:22.643622,BOND_155,30502.31,2025-02-10 23:16:22.683105,Corporate Bond,2.55
2024-05-20 23:16:22.643622,BOND_136,41871.23,2024-12-12 23:16:22.683105,Government Bond,4.44
2024-07-23 23:16:22.643622,BOND_57,22435.74,2024-08-20 23:16:22.683105,Corporate Bond,3.82
