Expense_Date,Expense_Type,Expense_Amount,Payment_Method,Cost_Center/Department
2024-01-05 23:16:33.972190,Salaries,8912.45,Credit Card,Marketing
2024-03-12 23:16:33.972190,Maintenance,10073.44,Check,IT
2023-10-20 23:16:33.972190,Technology,1384.39,Direct Debit,Marketing
2024-05-02 23:16:33.972190,Maintenance,12753.62,Direct Debit,HR
2023-10-06 23:16:33.972190,Salaries,14593.81,Direct Debit,Finance
2024-02-24 23:16:33.972190,Utilities,5982.37,Check,Marketing
2023-11-18 23:16:33.972190,Maintenance,6429.51,Direct Debit,Finance
2024-04-29 23:16:33.972190,Maintenance,4776.46,Direct Debit,Marketing
2024-07-03 23:16:33.972190,Rent,10122.97,Direct Debit,IT
2024-04-05 23:16:33.972190,Technology,16615.68,Direct Debit,Finance
2024-08-31 23:16:33.972190,Rent,7105.71,Check,IT
2024-04-14 23:16:33.972190,Salaries,6422.97,Check,IT
2023-12-20 23:16:33.972190,Utilities,12470.54,Credit Card,HR
2023-10-09 23:16:33.972190,Rent,1909.2,Credit Card,Finance
2024-05-29 23:16:33.972190,Maintenance,6445.75,Check,IT
2024-09-22 23:16:33.972190,Utilities,1251.56,Credit Card,IT
2024-04-17 23:16:33.972190,Rent,15727.79,Check,HR
2024-08-18 23:16:33.972190,Rent,15164.45,Direct Debit,Operations
2024-08-19 23:16:33.972190,Technology,18971.84,Direct Debit,Marketing
2023-12-07 23:16:33.972190,Maintenance,17763.19,Direct Debit,Marketing
2024-09-16 23:16:33.972190,Utilities,6020.53,Direct Debit,Operations
2023-11-08 23:16:33.972190,Salaries,4253.21,Direct Debit,Operations
2024-06-25 23:16:33.972190,Salaries,14378.88,Direct Debit,Finance
2024-08-19 23:16:33.972190,Utilities,16733.87,Check,HR
2024-03-04 23:16:33.972190,Rent,8010.63,Credit Card,Operations
2023-12-11 23:16:33.972190,Maintenance,13922.79,Credit Card,Operations
2024-07-20 23:16:33.972190,Utilities,15489.08,Check,Operations
2024-04-29 23:16:33.972190,Technology,3435.95,Check,Operations
2024-02-15 23:16:33.972190,Salaries,1864.96,Credit Card,Operations
2024-08-23 23:16:33.972190,Maintenance,18300.05,Direct Debit,Operations
2024-02-11 23:16:33.972190,Maintenance,10037.13,Check,Finance
2023-12-19 23:16:33.972190,Salaries,19358.89,Direct Debit,Finance
2024-02-20 23:16:33.972190,Rent,4007.66,Credit Card,HR
2024-07-30 23:16:33.972190,Utilities,11921.78,Direct Debit,Operations
2024-01-10 23:16:33.972190,Maintenance,3284.05,Credit Card,Operations
2024-07-27 23:16:33.972190,Rent,4840.88,Credit Card,Marketing
2024-06-24 23:16:33.972190,Salaries,10496.49,Credit Card,Operations
2024-02-19 23:16:33.972190,Maintenance,5469.67,Check,Finance
2024-03-17 23:16:33.972190,Utilities,10050.95,Direct Debit,Marketing
2024-10-02 23:16:33.972190,Rent,2749.27,Credit Card,IT
2024-06-14 23:16:33.972190,Technology,10355.01,Direct Debit,Marketing
2024-02-16 23:16:33.972190,Rent,4505.61,Direct Debit,Operations
2024-05-09 23:16:33.972190,Technology,4596.39,Credit Card,Operations
2023-10-08 23:16:33.973485,Salaries,13319.17,Direct Debit,HR
2024-04-03 23:16:33.973485,Salaries,13167.18,Direct Debit,HR
2024-02-12 23:16:33.973485,Rent,10216.21,Check,Marketing
2023-10-18 23:16:33.973485,Salaries,15605.89,Check,HR
2024-06-30 23:16:33.973485,Technology,18364.42,Check,Operations
2024-06-30 23:16:33.973485,Technology,16939.53,Credit Card,Finance
2024-04-20 23:16:33.973485,Maintenance,16290.94,Direct Debit,Operations
2024-08-23 23:16:33.973485,Rent,17395.67,Credit Card,Operations
2024-03-20 23:16:33.973485,Salaries,8756.09,Direct Debit,Finance
2023-10-22 23:16:33.973485,Rent,9945.57,Credit Card,IT
2024-02-23 23:16:33.973485,Technology,3118.09,Credit Card,HR
2024-06-18 23:16:33.973485,Rent,10519.85,Credit Card,Operations
2024-07-20 23:16:33.973485,Technology,8322.81,Credit Card,Marketing
2024-08-13 23:16:33.973485,Rent,3649.43,Credit Card,HR
2024-03-15 23:16:33.973485,Technology,1654.6,Credit Card,IT
2024-06-18 23:16:33.973485,Salaries,17832.03,Check,IT
2023-12-26 23:16:33.973485,Rent,15508.21,Credit Card,Finance
2024-01-18 23:16:33.973485,Technology,11550.99,Credit Card,Finance
2024-08-31 23:16:33.973485,Technology,4677.44,Credit Card,Operations
2023-10-27 23:16:33.973485,Utilities,15711.47,Credit Card,Finance
2024-03-22 23:16:33.973485,Maintenance,7127.72,Credit Card,Finance
2024-01-14 23:16:33.973485,Rent,7087.3,Credit Card,Marketing
2023-11-14 23:16:33.973485,Utilities,4711.76,Credit Card,Finance
2023-10-29 23:16:33.973485,Maintenance,17418.79,Credit Card,Marketing
2024-09-20 23:16:33.973485,Salaries,18779.52,Check,Marketing
2024-09-15 23:16:33.973485,Maintenance,10902.77,Direct Debit,Finance
2024-04-11 23:16:33.973485,Technology,2749.41,Check,Operations
2024-01-03 23:16:33.973485,Rent,11653.39,Check,Operations
2024-05-28 23:16:33.973485,Utilities,3629.21,Direct Debit,Operations
2024-01-15 23:16:33.973485,Maintenance,10982.03,Direct Debit,HR
2023-11-15 23:16:33.973641,Rent,2881.67,Direct Debit,IT
2024-01-19 23:16:33.973641,Salaries,2684.71,Direct Debit,HR
2024-06-29 23:16:33.973641,Maintenance,7134.5,Credit Card,Operations
2023-12-18 23:16:33.973641,Salaries,14046.98,Credit Card,HR
2024-08-25 23:16:33.973641,Rent,3112.55,Check,Finance
2024-04-17 23:16:33.973641,Utilities,14867.73,Direct Debit,Operations
2023-12-21 23:16:33.973641,Maintenance,19539.89,Credit Card,HR
2024-06-14 23:16:33.973641,Utilities,6465.01,Credit Card,HR
2024-01-05 23:16:33.973641,Utilities,5445.49,Check,Marketing
2024-05-11 23:16:33.973641,Utilities,1535.51,Check,Marketing
2024-07-12 23:16:33.973641,Rent,17293.84,Check,IT
2024-09-18 23:16:33.973641,Rent,7421.93,Direct Debit,IT
2024-07-31 23:16:33.973641,Utilities,8639.65,Check,Marketing
2023-10-07 23:16:33.973641,Maintenance,8174.97,Check,IT
2024-07-24 23:16:33.973641,Maintenance,3295.06,Direct Debit,IT
2023-11-03 23:16:33.973641,Utilities,3945.61,Direct Debit,IT
2023-11-02 23:16:33.973641,Rent,8464.31,Check,IT
2023-10-28 23:16:33.973641,Technology,16698.89,Direct Debit,HR
2023-10-14 23:16:33.973641,Maintenance,8128.11,Check,Finance
2024-07-29 23:16:33.973641,Maintenance,9097.8,Check,HR
2024-01-31 23:16:33.973641,Maintenance,2844.18,Credit Card,Operations
2024-08-19 23:16:33.973641,Maintenance,18509.9,Check,Marketing
2024-08-16 23:16:33.973641,Maintenance,13804.29,Check,HR
2023-12-04 23:16:33.973641,Rent,15203.47,Check,Finance
2023-11-10 23:16:33.973641,Utilities,11589.58,Direct Debit,HR
2024-09-12 23:16:33.973641,Salaries,19968.33,Credit Card,IT
2024-04-03 23:16:33.973641,Maintenance,17493.71,Credit Card,Marketing
2024-04-06 23:16:33.973641,Rent,16870.59,Check,IT
2024-01-28 23:16:33.973641,Maintenance,8759.63,Credit Card,Operations
2024-09-15 23:16:33.973641,Salaries,2188.77,Check,IT
2023-12-23 23:16:33.973641,Maintenance,6457.0,Credit Card,Finance
2024-04-14 23:16:33.973641,Utilities,5717.84,Direct Debit,Operations
2024-08-02 23:16:33.973641,Rent,16045.25,Direct Debit,Operations
2024-09-19 23:16:33.973641,Maintenance,1953.51,Check,IT
2024-06-02 23:16:33.973641,Salaries,3435.52,Credit Card,Operations
2024-09-18 23:16:33.973641,Rent,12915.55,Direct Debit,Operations
2023-12-12 23:16:33.973641,Salaries,2030.37,Credit Card,Finance
2024-04-16 23:16:33.973641,Technology,7092.39,Direct Debit,Finance
2024-07-22 23:16:33.973641,Salaries,14463.84,Check,Marketing
2023-12-06 23:16:33.973641,Rent,3689.05,Direct Debit,IT
2024-04-19 23:16:33.973641,Technology,12293.1,Direct Debit,Marketing
2024-07-18 23:16:33.973641,Technology,12981.43,Credit Card,HR
2024-03-29 23:16:33.973641,Salaries,19849.5,Credit Card,Operations
2024-05-27 23:16:33.973641,Salaries,2700.38,Credit Card,HR
2024-02-13 23:16:33.973641,Salaries,14681.2,Direct Debit,Finance
2024-08-04 23:16:33.973641,Maintenance,15771.66,Credit Card,Operations
2024-08-06 23:16:33.973641,Maintenance,9447.97,Direct Debit,IT
2024-01-26 23:16:33.973641,Utilities,6307.31,Credit Card,Finance
2024-06-05 23:16:33.973641,Rent,9929.65,Credit Card,Operations
2024-07-22 23:16:33.973641,Utilities,16972.31,Credit Card,IT
2024-09-10 23:16:33.973641,Maintenance,12200.58,Credit Card,Marketing
2023-12-19 23:16:33.973641,Utilities,14702.79,Credit Card,IT
2024-08-16 23:16:33.973641,Rent,12429.5,Direct Debit,IT
2024-01-18 23:16:33.973641,Salaries,17102.54,Check,Operations
2024-08-13 23:16:33.973641,Utilities,3804.23,Check,HR
2024-09-08 23:16:33.973641,Rent,8230.14,Credit Card,Marketing
2024-01-09 23:16:33.973641,Utilities,14648.53,Credit Card,IT
2024-03-23 23:16:33.973641,Salaries,10044.08,Check,Marketing
2024-01-21 23:16:33.973641,Utilities,17282.72,Direct Debit,Finance
2024-04-25 23:16:33.973641,Rent,18579.73,Check,Operations
2024-09-11 23:16:33.973641,Utilities,12995.82,Direct Debit,Marketing
2024-01-10 23:16:33.973641,Rent,15915.57,Direct Debit,IT
2024-01-05 23:16:33.973641,Technology,11037.23,Direct Debit,Marketing
2024-08-05 23:16:33.973641,Salaries,12181.75,Credit Card,Finance
2024-06-01 23:16:33.973641,Maintenance,6845.09,Credit Card,Operations
2024-09-13 23:16:33.973641,Utilities,17265.01,Check,Marketing
2024-05-28 23:16:33.973641,Technology,12608.64,Direct Debit,Finance
2024-04-05 23:16:33.973641,Utilities,4209.41,Credit Card,Marketing
2024-07-05 23:16:33.973641,Utilities,6758.2,Credit Card,Operations
2023-10-24 23:16:33.973641,Technology,17497.74,Direct Debit,IT
2024-04-28 23:16:33.973641,Maintenance,3874.15,Credit Card,IT
2024-06-04 23:16:33.973641,Salaries,17590.61,Check,HR
2023-11-03 23:16:33.973641,Technology,5572.94,Check,Operations
2024-05-27 23:16:33.973641,Rent,6240.83,Direct Debit,IT
2024-01-09 23:16:33.973641,Maintenance,6279.56,Credit Card,Finance
2023-11-25 23:16:33.973641,Maintenance,12345.75,Check,IT
2024-08-23 23:16:33.973641,Rent,1807.73,Direct Debit,HR
2023-11-27 23:16:33.973641,Rent,11023.67,Check,Operations
2024-05-04 23:16:33.973641,Technology,17357.94,Direct Debit,Finance
2024-02-28 23:16:33.973641,Utilities,7557.57,Check,IT
2024-07-05 23:16:33.973641,Rent,2179.59,Credit Card,Marketing
2024-01-02 23:16:33.973641,Rent,4983.79,Check,HR
2024-02-15 23:16:33.973641,Salaries,1643.54,Direct Debit,IT
2024-04-17 23:16:33.973641,Maintenance,19549.31,Check,Marketing
2024-01-12 23:16:33.973641,Maintenance,7320.48,Check,HR
2024-08-26 23:16:33.973641,Salaries,10771.19,Check,Finance
2024-09-24 23:16:33.973641,Utilities,15936.93,Direct Debit,Finance
2024-06-04 23:16:33.973641,Salaries,5967.87,Direct Debit,Operations
2024-06-06 23:16:33.973641,Rent,4350.33,Credit Card,Marketing
2024-07-18 23:16:33.973641,Rent,3776.08,Direct Debit,IT
2024-06-28 23:16:33.973641,Technology,9286.22,Credit Card,Operations
2024-01-22 23:16:33.973641,Maintenance,19550.69,Check,Operations
2024-02-23 23:16:33.973641,Utilities,2637.83,Check,HR
2023-11-08 23:16:33.973641,Rent,2553.0,Check,HR
2024-07-30 23:16:33.973641,Salaries,18966.39,Check,Operations
2023-11-05 23:16:33.973641,Technology,8405.53,Direct Debit,HR
2024-05-01 23:16:33.973641,Rent,7814.09,Check,IT
2023-10-11 23:16:33.973641,Technology,16192.17,Credit Card,Finance
2024-05-27 23:16:33.973641,Salaries,17766.43,Credit Card,HR
2024-05-15 23:16:33.973641,Technology,8735.34,Direct Debit,Operations
2024-09-26 23:16:33.973641,Salaries,9217.72,Direct Debit,IT
2024-04-03 23:16:33.973641,Maintenance,14345.12,Check,IT
2024-03-21 23:16:33.973641,Salaries,7372.72,Direct Debit,Operations
2024-05-28 23:16:33.973641,Maintenance,11239.52,Direct Debit,HR
2024-02-11 23:16:33.973641,Utilities,4246.97,Check,Operations
2023-11-08 23:16:33.973641,Maintenance,15032.92,Credit Card,HR
2023-12-02 23:16:33.973641,Salaries,15291.41,Check,Finance
2024-01-26 23:16:33.973641,Maintenance,2407.81,Check,Marketing
2024-10-03 23:16:33.973641,Rent,8262.62,Check,Operations
2024-08-08 23:16:33.973641,Technology,9107.42,Check,Marketing
2024-02-26 23:16:33.973641,Utilities,4633.31,Direct Debit,IT
2024-04-14 23:16:33.973641,Utilities,6129.75,Direct Debit,Marketing
2023-12-16 23:16:33.973641,Rent,3607.19,Check,IT
2024-09-14 23:16:33.973641,Salaries,11320.39,Credit Card,Finance
2023-12-22 23:16:33.973641,Rent,7739.44,Check,HR
2024-05-05 23:16:33.973641,Technology,7978.44,Credit Card,HR
2024-04-12 23:16:33.973641,Maintenance,18320.5,Direct Debit,IT
2024-06-20 23:16:33.973641,Technology,11858.91,Credit Card,Finance
2024-08-06 23:16:33.973641,Rent,17139.99,Credit Card,Operations
2024-03-15 23:16:33.973641,Maintenance,9458.84,Check,IT
2024-03-08 23:16:33.973641,Salaries,4672.78,Direct Debit,Finance
2024-07-24 23:16:33.973641,Utilities,17552.69,Credit Card,Operations
2024-05-20 23:16:33.973641,Salaries,17451.94,Credit Card,HR
2024-02-03 23:16:33.973641,Maintenance,2291.09,Credit Card,HR
2024-02-12 23:16:33.973641,Rent,8282.49,Check,Operations
2023-11-06 23:16:33.973641,Technology,14834.1,Check,IT
2024-09-18 23:16:33.973641,Technology,11963.87,Credit Card,HR
2024-08-04 23:16:33.973641,Rent,15746.85,Check,IT
2024-09-19 23:16:33.973641,Maintenance,15591.93,Check,Finance
2023-10-28 23:16:33.973641,Utilities,9424.78,Check,Marketing
2024-09-25 23:16:33.973641,Maintenance,2854.62,Credit Card,HR
2024-01-17 23:16:33.973641,Maintenance,1902.67,Check,Finance
2024-01-13 23:16:33.973641,Utilities,8197.41,Direct Debit,Marketing
2024-02-07 23:16:33.973641,Technology,18768.09,Credit Card,Marketing
2024-06-19 23:16:33.973641,Technology,19191.9,Direct Debit,HR
2024-07-24 23:16:33.973641,Rent,15491.44,Check,IT
2024-08-12 23:16:33.973641,Rent,3874.6,Check,IT
2024-07-21 23:16:33.973641,Rent,11354.92,Check,Marketing
2023-11-20 23:16:33.973641,Rent,7265.18,Direct Debit,IT
2024-01-19 23:16:33.973641,Rent,2913.66,Credit Card,Finance
2024-08-11 23:16:33.973641,Utilities,7492.87,Direct Debit,HR
2024-09-15 23:16:33.973641,Salaries,10975.59,Check,Finance
2023-10-29 23:16:33.973641,Maintenance,2245.36,Check,Marketing
2024-02-15 23:16:33.973641,Rent,18042.48,Check,HR
2024-09-13 23:16:33.973641,Salaries,4306.53,Credit Card,IT
2024-05-05 23:16:33.973641,Technology,6444.4,Check,Finance
2024-06-02 23:16:33.973641,Maintenance,5965.5,Direct Debit,Finance
2024-06-09 23:16:33.973641,Salaries,19517.92,Credit Card,Operations
2024-03-29 23:16:33.973641,Rent,4689.95,Check,Operations
2023-10-24 23:16:33.973641,Rent,6260.5,Check,Operations
2024-03-23 23:16:33.973641,Rent,14196.65,Credit Card,Marketing
2024-04-14 23:16:33.973641,Utilities,9022.07,Credit Card,HR
2023-12-17 23:16:33.973641,Maintenance,19004.17,Check,Marketing
2024-04-08 23:16:33.973641,Rent,19091.63,Credit Card,Marketing
2024-04-11 23:16:33.973641,Maintenance,12538.32,Credit Card,Operations
2024-03-15 23:16:33.973641,Salaries,12289.11,Check,Finance
2023-10-05 23:16:33.973641,Technology,2316.06,Credit Card,Operations
2024-04-29 23:16:33.973641,Maintenance,9167.12,Direct Debit,Finance
2024-09-05 23:16:33.973641,Rent,2345.71,Credit Card,Marketing
2024-02-17 23:16:33.973641,Technology,1370.56,Direct Debit,Marketing
2024-07-26 23:16:33.973641,Technology,14102.53,Credit Card,Operations
2024-05-11 23:16:33.973641,Technology,13992.87,Credit Card,IT
2024-05-16 23:16:33.973641,Technology,4875.53,Check,Operations
2023-10-13 23:16:33.973641,Rent,10124.46,Direct Debit,IT
2023-10-18 23:16:33.973641,Rent,11424.54,Direct Debit,HR
2024-04-14 23:16:33.973641,Technology,12707.07,Credit Card,Finance
2024-02-19 23:16:33.973641,Technology,1194.82,Direct Debit,Operations
2024-05-19 23:16:33.973641,Maintenance,7734.55,Credit Card,Operations
2023-10-29 23:16:33.973641,Rent,16962.3,Check,Marketing
2023-12-31 23:16:33.973641,Salaries,15205.52,Credit Card,Operations
2024-09-06 23:16:33.973641,Technology,15056.19,Direct Debit,Operations
2024-03-10 23:16:33.973641,Utilities,17057.78,Check,HR
2024-07-29 23:16:33.973641,Rent,6883.88,Direct Debit,Marketing
2023-12-13 23:16:33.973641,Utilities,5350.59,Direct Debit,HR
2024-04-25 23:16:33.973641,Rent,16810.27,Credit Card,IT
2023-10-22 23:16:33.973641,Utilities,5919.3,Direct Debit,HR
2024-05-11 23:16:33.973641,Technology,16838.14,Check,Finance
2024-04-15 23:16:33.973641,Utilities,13624.05,Credit Card,IT
2024-04-15 23:16:33.973641,Maintenance,2980.18,Credit Card,Marketing
2024-06-06 23:16:33.973641,Utilities,13245.09,Direct Debit,HR
2024-01-16 23:16:33.973641,Technology,1336.87,Check,IT
2024-04-20 23:16:33.973641,Salaries,14501.08,Check,Marketing
2024-09-22 23:16:33.973641,Salaries,16498.57,Credit Card,Operations
2024-09-24 23:16:33.973641,Maintenance,13855.78,Direct Debit,Operations
2024-09-05 23:16:33.973641,Maintenance,11550.55,Credit Card,Finance
2023-11-27 23:16:33.973641,Salaries,5574.61,Check,Finance
2024-01-09 23:16:33.973641,Maintenance,3006.07,Direct Debit,Marketing
2024-06-06 23:16:33.973641,Salaries,8404.13,Check,Operations
2024-06-19 23:16:33.973641,Utilities,7450.66,Credit Card,Operations
2024-08-16 23:16:33.973641,Maintenance,7527.06,Direct Debit,HR
2024-06-21 23:16:33.973641,Maintenance,5126.16,Check,Operations
2024-08-15 23:16:33.973641,Rent,1452.37,Credit Card,HR
2024-06-24 23:16:33.973641,Technology,9770.98,Credit Card,Marketing
2023-10-13 23:16:33.973641,Salaries,1570.1,Direct Debit,Marketing
2024-08-30 23:16:33.973641,Rent,1062.25,Direct Debit,HR
2024-05-31 23:16:33.973641,Technology,11116.28,Check,Operations
2023-12-25 23:16:33.973641,Utilities,19761.63,Check,Operations
2024-02-14 23:16:33.973641,Salaries,18361.61,Credit Card,Marketing
2024-02-11 23:16:33.973641,Utilities,14079.78,Check,Finance
2024-06-21 23:16:33.973641,Rent,9559.93,Check,Marketing
2024-06-21 23:16:33.973641,Rent,17868.02,Direct Debit,HR
2023-11-05 23:16:33.973641,Rent,10661.84,Credit Card,IT
2023-10-07 23:16:33.973641,Rent,13712.49,Check,HR
2024-08-30 23:16:33.973641,Rent,9098.41,Credit Card,Finance
2024-03-16 23:16:33.973641,Salaries,16429.97,Credit Card,HR
2024-06-17 23:16:33.973641,Technology,13482.07,Check,IT
2023-12-19 23:16:33.973641,Salaries,7195.75,Direct Debit,Operations
2024-01-24 23:16:33.973641,Maintenance,4228.38,Credit Card,Operations
2024-09-19 23:16:33.973641,Rent,6442.8,Credit Card,Marketing
2023-12-10 23:16:33.973641,Salaries,12370.71,Credit Card,IT
2024-06-26 23:16:33.973641,Utilities,1274.8,Credit Card,HR
2024-05-02 23:16:33.973641,Utilities,17055.38,Direct Debit,Finance
2023-11-15 23:16:33.973641,Maintenance,14668.84,Check,Operations
2024-02-04 23:16:33.973641,Utilities,3901.59,Credit Card,Operations
2024-03-01 23:16:33.973641,Salaries,17035.38,Credit Card,IT
2024-05-12 23:16:33.973641,Salaries,4127.98,Credit Card,Marketing
2024-04-19 23:16:33.973641,Rent,16104.38,Credit Card,IT
2023-11-15 23:16:33.973641,Technology,14965.38,Direct Debit,Marketing
2024-09-05 23:16:33.973641,Maintenance,8389.78,Direct Debit,Finance
2024-05-11 23:16:33.973641,Maintenance,18177.46,Check,HR
2024-09-09 23:16:33.973641,Utilities,7389.1,Check,Operations
2024-08-17 23:16:33.973641,Salaries,1656.74,Direct Debit,Marketing
2024-02-09 23:16:33.973641,Rent,14777.47,Credit Card,Marketing
2024-05-12 23:16:33.973641,Maintenance,8393.73,Credit Card,Operations
2024-05-08 23:16:33.973641,Rent,9047.01,Check,Marketing
2024-05-30 23:16:33.973641,Maintenance,4078.98,Credit Card,Operations
2023-10-19 23:16:33.973641,Utilities,12219.9,Direct Debit,IT
2024-09-20 23:16:33.973641,Technology,5596.84,Direct Debit,Operations
2024-06-24 23:16:33.973641,Technology,18085.13,Credit Card,Finance
2023-10-29 23:16:33.973641,Rent,8776.89,Direct Debit,Operations
2024-05-09 23:16:33.973641,Technology,16595.78,Check,HR
2024-06-21 23:16:33.973641,Utilities,13739.3,Direct Debit,Operations
2024-02-28 23:16:33.973641,Salaries,6881.66,Credit Card,IT
2024-09-14 23:16:33.973641,Salaries,10077.0,Direct Debit,Marketing
2024-04-08 23:16:33.973641,Salaries,3196.42,Check,IT
2024-03-31 23:16:33.973641,Technology,14768.07,Credit Card,HR
2024-02-06 23:16:33.973641,Maintenance,18354.85,Direct Debit,Operations
2023-12-06 23:16:33.973641,Rent,11342.39,Check,Marketing
2024-05-01 23:16:33.973641,Utilities,11064.6,Credit Card,Finance
2024-04-19 23:16:33.973641,Maintenance,19726.43,Check,Operations
2024-08-15 23:16:33.973641,Maintenance,2429.27,Credit Card,IT
2023-12-07 23:16:33.973641,Technology,3250.55,Check,HR
2024-09-27 23:16:33.973641,Technology,10910.29,Direct Debit,IT
2024-01-07 23:16:33.973641,Salaries,4050.01,Credit Card,IT
2023-12-14 23:16:33.973641,Rent,17873.91,Check,Operations
2024-09-01 23:16:33.973641,Technology,7106.32,Direct Debit,Operations
2023-10-14 23:16:33.973641,Technology,10527.09,Check,Finance
2023-12-18 23:16:33.973641,Technology,13287.45,Check,Finance
2024-08-13 23:16:33.973641,Maintenance,5564.81,Check,Operations
2023-10-18 23:16:33.973641,Rent,7527.14,Check,IT
2024-04-04 23:16:33.973641,Maintenance,10031.0,Credit Card,Marketing
2023-12-29 23:16:33.973641,Rent,19542.23,Credit Card,Operations
2024-05-17 23:16:33.973641,Salaries,14114.93,Credit Card,Marketing
2023-12-28 23:16:33.973641,Utilities,17666.9,Credit Card,HR
2024-10-02 23:16:33.973641,Utilities,12274.12,Direct Debit,IT
2024-03-24 23:16:33.973641,Rent,8507.41,Credit Card,Marketing
2023-11-28 23:16:33.973641,Maintenance,11624.17,Check,IT
2024-09-13 23:16:33.973641,Rent,1060.69,Check,Marketing
2024-06-02 23:16:33.973641,Technology,17036.52,Credit Card,HR
2024-08-03 23:16:33.973641,Maintenance,13114.78,Credit Card,Finance
2024-08-26 23:16:33.973641,Salaries,16295.46,Check,Operations
2023-12-06 23:16:33.973641,Technology,7304.25,Check,Operations
2024-03-05 23:16:33.973641,Salaries,8410.14,Credit Card,HR
2024-07-03 23:16:33.973641,Utilities,12118.33,Credit Card,HR
2024-02-18 23:16:33.973641,Rent,19399.41,Check,Marketing
2023-11-01 23:16:33.973641,Utilities,12078.56,Check,Marketing
2023-10-28 23:16:33.973641,Technology,5114.92,Credit Card,Operations
2023-12-04 23:16:33.973641,Rent,18369.8,Credit Card,Finance
2024-09-07 23:16:33.973641,Maintenance,8242.13,Credit Card,Marketing
2024-03-27 23:16:33.973641,Utilities,11278.27,Credit Card,Marketing
2024-02-20 23:16:33.973641,Rent,13764.28,Check,IT
2024-09-26 23:16:33.973641,Utilities,16532.62,Check,Marketing
2023-11-27 23:16:33.973641,Technology,15816.1,Check,Marketing
2023-12-27 23:16:33.973641,Technology,16323.91,Credit Card,HR
2024-06-18 23:16:33.973641,Utilities,11112.81,Direct Debit,Marketing
2024-02-23 23:16:33.973641,Maintenance,19884.53,Direct Debit,Marketing
2023-10-23 23:16:33.973641,Technology,8998.88,Check,HR
2024-04-08 23:16:33.973641,Utilities,11651.03,Direct Debit,Marketing
2023-11-09 23:16:33.973641,Rent,18320.17,Credit Card,Marketing
2024-06-06 23:16:33.973641,Technology,18238.93,Direct Debit,HR
2024-04-05 23:16:33.973641,Maintenance,1924.19,Credit Card,Finance
2024-06-15 23:16:33.973641,Salaries,15029.67,Credit Card,Finance
2024-03-13 23:16:33.973641,Maintenance,3103.31,Direct Debit,HR
2024-06-14 23:16:33.973641,Technology,6635.2,Check,IT
2024-02-28 23:16:33.973641,Maintenance,9299.51,Check,Marketing
2023-11-29 23:16:33.973641,Rent,13426.26,Direct Debit,Finance
2024-03-18 23:16:33.973641,Salaries,2837.04,Check,Finance
2023-10-24 23:16:33.973641,Rent,1517.69,Credit Card,Finance
2024-01-15 23:16:33.973641,Rent,14429.85,Check,Operations
2023-10-13 23:16:33.973641,Utilities,16744.82,Check,IT
2024-03-23 23:16:33.973641,Maintenance,8670.98,Check,Operations
2024-09-29 23:16:33.973641,Rent,12249.89,Credit Card,Operations
2024-03-06 23:16:33.973641,Rent,7186.76,Check,Marketing
2024-05-07 23:16:33.973641,Maintenance,14794.87,Direct Debit,Operations
2024-06-28 23:16:33.973641,Technology,14318.1,Direct Debit,Marketing
2024-05-14 23:16:33.973641,Salaries,12111.33,Direct Debit,Operations
2024-09-07 23:16:33.973641,Utilities,13474.98,Credit Card,Operations
2024-04-10 23:16:33.973641,Rent,2430.65,Direct Debit,HR
2024-02-22 23:16:33.973641,Utilities,5862.6,Direct Debit,Marketing
2023-12-06 23:16:33.973641,Salaries,14014.01,Check,IT
2024-07-01 23:16:33.973641,Technology,3109.23,Credit Card,Finance
2024-07-23 23:16:33.973641,Utilities,6079.07,Check,HR
2024-03-28 23:16:33.973641,Utilities,13032.16,Check,Operations
2024-05-18 23:16:33.973641,Technology,5156.53,Credit Card,Finance
2024-07-27 23:16:33.973641,Technology,6581.27,Credit Card,Finance
2024-08-16 23:16:33.973641,Utilities,18180.32,Direct Debit,IT
2024-05-06 23:16:33.973641,Rent,1397.83,Credit Card,HR
2024-07-29 23:16:33.973641,Salaries,8865.95,Check,IT
2024-09-08 23:16:33.973641,Utilities,7809.83,Credit Card,HR
2024-02-07 23:16:33.973641,Maintenance,9291.41,Direct Debit,Finance
2024-06-15 23:16:33.973641,Rent,13878.14,Direct Debit,HR
2024-05-29 23:16:33.973641,Maintenance,12876.63,Check,HR
2024-05-15 23:16:33.973641,Technology,15693.11,Direct Debit,HR
2024-04-11 23:16:33.973641,Maintenance,13176.62,Direct Debit,Marketing
2023-10-30 23:16:33.973641,Maintenance,7900.39,Check,Operations
2024-09-18 23:16:33.973641,Rent,3335.78,Check,IT
2023-10-26 23:16:33.973641,Maintenance,6957.78,Credit Card,Operations
2023-10-10 23:16:33.973641,Utilities,11118.76,Check,HR
2024-08-27 23:16:33.973641,Salaries,17248.31,Direct Debit,Operations
2023-11-20 23:16:33.973641,Technology,6549.19,Direct Debit,HR
2023-10-08 23:16:33.973641,Salaries,19605.71,Credit Card,Marketing
2024-08-27 23:16:33.973641,Salaries,18760.65,Check,HR
2024-09-17 23:16:33.973641,Technology,2192.36,Credit Card,IT
2024-05-26 23:16:33.973641,Technology,2909.43,Check,Finance
2024-09-15 23:16:33.973641,Technology,10075.12,Credit Card,Operations
2023-11-05 23:16:33.973641,Technology,13071.66,Credit Card,HR
2024-06-15 23:16:33.973641,Rent,8429.44,Direct Debit,Operations
