Loan_ID,Customer_ID,Loan_Date,Loan_Amount,Loan_Type,Loan_Term,Interest_Rate,Interest_Inflow
4442,CUST_37954,2024-09-13 23:15:53.455301,31706.67,Personal,24,0.07,4438.9338
4443,CUST_20640,2024-05-10 23:15:53.455301,20137.16,Personal,48,0.09,7249.3776
4444,CUST_25929,2024-01-30 23:15:53.455301,17630.66,Home,36,0.07,3702.4386000000004
4445,CUST_44645,2024-03-28 23:15:53.455301,29413.52,Personal,12,0.06,1764.8111999999999
4446,CUST_1834,2024-08-23 23:15:53.455301,44871.57,Personal,12,0.06,2692.2942
4447,CUST_13463,2024-03-12 23:15:53.455301,20267.78,Home,12,0.05,1013.389
4448,CUST_6095,2023-12-01 23:15:53.455301,23796.85,Auto,12,0.07,1665.7795
4449,CUST_26200,2024-06-12 23:15:53.455301,21059.86,Auto,36,0.09,5686.162200000001
4450,CUST_19923,2024-05-26 23:15:53.455301,22889.69,Auto,12,0.07,1602.2783000000002
4451,CUST_29598,2024-01-22 23:15:53.455301,47930.36,Personal,36,0.08,11503.2864
4452,CUST_28921,2023-12-05 23:15:53.455301,11742.52,Auto,36,0.09,3170.4804000000004
4453,CUST_34981,2024-03-16 23:15:53.455301,16298.6,Auto,36,0.09,4400.622
4454,CUST_10724,2024-04-17 23:15:53.455301,16778.6,Home,12,0.05,838.93
4455,CUST_48289,2024-04-02 23:15:53.455301,34655.39,Auto,24,0.08,5544.8624
4456,CUST_20556,2023-11-30 23:15:53.455301,41245.2,Personal,12,0.06,2474.7119999999995
4457,CUST_785,2024-09-10 23:15:53.455301,44660.72,Personal,48,0.09,16077.859199999999
4458,CUST_25998,2024-09-22 23:15:53.455301,37032.75,Personal,48,0.09,13331.789999999999
4459,CUST_28930,2024-01-12 23:15:53.455301,29312.78,Home,24,0.06,3517.5335999999998
4460,CUST_17437,2023-11-27 23:15:53.455301,32607.81,Home,24,0.06,3912.9372
4461,CUST_49556,2024-07-25 23:15:53.455301,31383.9,Home,12,0.05,1569.1950000000002
4462,CUST_1643,2024-01-29 23:15:53.455301,32094.21,Home,48,0.08,10270.1472
4463,CUST_36114,2024-09-18 23:15:53.455301,5887.92,Auto,24,0.08,942.0672000000001
4464,CUST_44283,2024-08-16 23:15:53.455301,20159.59,Auto,48,0.1,8063.836
4465,CUST_36793,2024-01-03 23:15:53.455301,6317.68,Home,48,0.08,2021.6576000000002
4466,CUST_42319,2024-07-06 23:15:53.455301,9603.27,Personal,36,0.08,2304.7848000000004
4467,CUST_9274,2024-06-07 23:15:53.455301,33894.18,Auto,48,0.1,13557.672
4468,CUST_47320,2024-03-28 23:15:53.455301,6563.0,Home,48,0.08,2100.16
4469,CUST_23813,2024-05-19 23:15:53.455301,15074.6,Home,24,0.06,1808.952
4470,CUST_35147,2024-06-19 23:15:53.455301,31881.96,Personal,48,0.09,11477.505599999999
4471,CUST_40836,2024-08-01 23:15:53.455301,31634.31,Personal,36,0.08,7592.234399999999
4472,CUST_22287,2024-10-03 23:15:53.455301,37957.55,Personal,24,0.07,5314.057000000001
4473,CUST_18020,2024-05-16 23:15:53.455301,11647.84,Auto,12,0.07,815.3488000000001
4474,CUST_29467,2024-04-15 23:15:53.455301,24957.2,Auto,36,0.09,6738.444
4475,CUST_6440,2024-08-13 23:15:53.455301,18248.29,Home,24,0.06,2189.7948
4476,CUST_6811,2024-07-18 23:15:53.455301,38391.49,Auto,48,0.1,15356.596
4477,CUST_39488,2023-11-12 23:15:53.455301,14739.36,Home,12,0.05,736.9680000000001
4478,CUST_28613,2024-01-31 23:15:53.455301,18227.3,Home,24,0.06,2187.276
4479,CUST_22474,2024-03-24 23:15:53.455301,44463.58,Home,12,0.05,2223.179
4480,CUST_27711,2024-03-09 23:15:53.455301,17994.77,Personal,12,0.06,1079.6862
4481,CUST_20836,2024-03-15 23:15:53.455301,11164.54,Personal,48,0.09,4019.2344000000003
4482,CUST_41340,2024-07-09 23:15:53.455301,12869.58,Home,36,0.07,2702.6118
4483,CUST_16406,2023-11-07 23:15:53.455301,15756.74,Home,36,0.07,3308.9154
4484,CUST_45493,2024-09-28 23:15:53.455301,7562.51,Personal,12,0.06,453.7506
4485,CUST_24443,2024-05-01 23:15:53.455301,47051.06,Auto,24,0.08,7528.1696
4486,CUST_7241,2024-03-17 23:15:53.455301,24944.28,Home,48,0.08,7982.1696
4487,CUST_24970,2023-10-22 23:15:53.455301,11826.54,Auto,48,0.1,4730.616000000001
4488,CUST_31934,2023-10-10 23:15:53.455301,42037.45,Auto,24,0.08,6725.991999999999
4489,CUST_12387,2023-12-11 23:15:53.455301,48412.3,Home,24,0.06,5809.476000000001
4490,CUST_8601,2024-07-22 23:15:53.455301,20421.26,Home,12,0.05,1021.063
4491,CUST_4399,2024-05-29 23:15:53.455301,30258.28,Auto,12,0.07,2118.0796
4492,CUST_24785,2024-08-17 23:15:53.455301,24605.58,Auto,48,0.1,9842.232000000002
4493,CUST_6600,2024-06-20 23:15:53.455301,38995.97,Home,24,0.06,4679.5163999999995
4494,CUST_37256,2023-10-15 23:15:53.455301,36228.89,Auto,36,0.09,9781.800299999999
4495,CUST_14444,2024-03-16 23:15:53.455301,46498.32,Personal,24,0.07,6509.764800000001
4496,CUST_47202,2023-11-25 23:15:53.455301,10522.28,Home,48,0.08,3367.1296
4497,CUST_38334,2023-10-08 23:15:53.455301,14541.56,Personal,48,0.09,5234.9616
4498,CUST_15076,2023-12-03 23:15:53.455301,40641.09,Auto,12,0.07,2844.8763
4499,CUST_14193,2023-11-14 23:15:53.455301,16210.15,Auto,24,0.08,2593.624
4500,CUST_4817,2024-06-13 23:15:53.455301,9991.14,Personal,48,0.09,3596.8104
4501,CUST_16706,2023-10-18 23:15:53.455301,9443.21,Personal,36,0.08,2266.3704
4502,CUST_38888,2024-09-01 23:15:53.455301,32595.52,Home,48,0.08,10430.5664
4503,CUST_24750,2024-07-18 23:15:53.455301,30018.2,Personal,12,0.06,1801.0919999999999
4504,CUST_6222,2024-03-14 23:15:53.455301,16888.35,Personal,48,0.09,6079.806
4505,CUST_8464,2024-03-20 23:15:53.455301,38409.55,Personal,36,0.08,9218.292000000001
4506,CUST_41009,2024-05-31 23:15:53.455301,36036.05,Auto,12,0.07,2522.5235000000002
4507,CUST_49986,2023-11-15 23:15:53.455301,24050.75,Personal,24,0.07,3367.1050000000005
4508,CUST_17545,2024-09-12 23:15:53.455301,32405.69,Personal,24,0.07,4536.796600000001
4509,CUST_5421,2024-04-23 23:15:53.455301,46074.8,Auto,36,0.09,12440.196
4510,CUST_48137,2024-08-29 23:15:53.455301,39472.36,Personal,36,0.08,9473.3664
4511,CUST_8847,2024-02-28 23:15:53.455301,44647.41,Home,48,0.08,14287.1712
4512,CUST_15011,2024-08-16 23:15:53.455301,33080.46,Home,36,0.07,6946.8966
4513,CUST_32605,2024-09-27 23:15:53.455301,12541.86,Personal,36,0.08,3010.0464
4514,CUST_44338,2024-07-08 23:15:53.455301,48961.13,Personal,24,0.07,6854.5582
4515,CUST_702,2023-12-18 23:15:53.455301,49733.98,Auto,36,0.09,13428.174600000002
4516,CUST_11913,2024-08-13 23:15:53.455301,31737.6,Personal,24,0.07,4443.264
4517,CUST_22567,2024-03-26 23:15:53.455301,9526.59,Personal,24,0.07,1333.7226
4518,CUST_49235,2024-03-08 23:15:53.455301,5415.63,Home,12,0.05,270.7815
4519,CUST_41557,2023-10-29 23:15:53.455301,44207.09,Auto,12,0.07,3094.4963000000002
4520,CUST_31604,2024-03-03 23:15:53.455301,49864.2,Personal,24,0.07,6980.988
4521,CUST_25000,2023-11-05 23:15:53.455301,38103.73,Auto,36,0.09,10288.0071
4522,CUST_19958,2024-03-29 23:15:53.455301,11189.69,Auto,36,0.09,3021.2163
4523,CUST_39394,2024-02-10 23:15:53.455301,25147.07,Home,48,0.08,8047.0624
4524,CUST_21263,2024-02-29 23:15:53.455301,23861.87,Personal,36,0.08,5726.8488
4525,CUST_41706,2024-04-01 23:15:53.455301,27928.82,Home,48,0.08,8937.2224
4526,CUST_20190,2024-09-11 23:15:53.455301,27249.2,Home,12,0.05,1362.46
4527,CUST_17514,2024-03-17 23:15:53.455301,16495.58,Home,36,0.07,3464.0718000000006
4528,CUST_2310,2023-11-15 23:15:53.455301,33336.03,Home,48,0.08,10667.5296
4529,CUST_6300,2024-06-29 23:15:53.455301,45156.43,Personal,36,0.08,10837.5432
4530,CUST_30211,2024-09-10 23:15:53.455301,9156.59,Auto,24,0.08,1465.0544
4531,CUST_12822,2024-08-24 23:15:53.455301,29029.47,Personal,24,0.07,4064.1258000000007
4532,CUST_46206,2023-10-26 23:15:53.455301,34242.25,Home,36,0.07,7190.872500000001
4533,CUST_48297,2024-07-25 23:15:53.455301,21961.22,Auto,36,0.09,5929.5294
4534,CUST_27798,2024-02-25 23:15:53.455301,21696.57,Personal,12,0.06,1301.7942
4535,CUST_25354,2024-07-02 23:15:53.455301,8702.57,Auto,36,0.09,2349.6938999999998
4536,CUST_391,2024-05-06 23:15:53.455301,34883.55,Home,36,0.07,7325.545500000002
4537,CUST_16211,2024-03-25 23:15:53.455301,16893.16,Personal,24,0.07,2365.0424000000003
4538,CUST_26146,2024-02-29 23:15:53.455301,27547.37,Auto,24,0.08,4407.5792
4539,CUST_31308,2023-12-13 23:15:53.455301,7415.11,Personal,48,0.09,2669.4395999999997
4540,CUST_41150,2024-05-30 23:15:53.455301,39051.56,Personal,36,0.08,9372.3744
4541,CUST_46966,2024-09-10 23:15:53.455301,18514.85,Personal,48,0.09,6665.346
4542,CUST_39283,2024-08-12 23:15:53.455301,6845.31,Home,36,0.07,1437.5151000000003
4543,CUST_43184,2024-08-16 23:15:53.455301,46302.11,Auto,36,0.09,12501.5697
4544,CUST_40886,2024-04-19 23:15:53.455301,19731.7,Personal,12,0.06,1183.902
4545,CUST_2249,2024-08-27 23:15:53.455301,23048.97,Home,24,0.06,2765.8764
4546,CUST_32846,2024-05-04 23:15:53.455301,23077.43,Home,24,0.06,2769.2916
4547,CUST_4454,2023-10-21 23:15:53.455301,25488.91,Personal,36,0.08,6117.338400000001
4548,CUST_9196,2023-11-24 23:15:53.455301,11226.4,Home,24,0.06,1347.168
4549,CUST_13561,2023-11-29 23:15:53.455301,40715.7,Personal,12,0.06,2442.9419999999996
4550,CUST_30767,2024-01-31 23:15:53.455301,27898.94,Auto,12,0.07,1952.9258
4551,CUST_11702,2024-01-12 23:15:53.455301,6059.18,Home,24,0.06,727.1016
4552,CUST_33554,2024-03-26 23:15:53.455301,41935.68,Personal,48,0.09,15096.844799999999
4553,CUST_7808,2023-12-11 23:15:53.455301,49156.37,Personal,36,0.08,11797.5288
4554,CUST_45886,2024-09-21 23:15:53.455301,12522.86,Auto,12,0.07,876.6002000000001
4555,CUST_29628,2024-06-01 23:15:53.455301,24773.23,Auto,12,0.07,1734.1261000000002
4556,CUST_11343,2024-05-25 23:15:53.455301,24974.69,Auto,12,0.07,1748.2283
4557,CUST_49141,2024-02-01 23:15:53.455301,38135.35,Home,36,0.07,8008.423500000001
4558,CUST_31629,2024-09-10 23:15:53.455301,46471.15,Auto,24,0.08,7435.384
4559,CUST_30975,2023-12-08 23:15:53.455301,26913.64,Home,12,0.05,1345.682
4560,CUST_48007,2024-03-22 23:15:53.455301,5143.9,Home,48,0.08,1646.048
4561,CUST_31559,2024-04-29 23:15:53.455301,22795.59,Personal,36,0.08,5470.9416
4562,CUST_7244,2024-03-08 23:15:53.455301,17614.12,Personal,36,0.08,4227.3888
4563,CUST_3943,2024-04-23 23:15:53.455301,25648.59,Personal,24,0.07,3590.8026000000004
4564,CUST_32340,2024-02-23 23:15:53.455301,15673.98,Home,36,0.07,3291.5357999999997
4565,CUST_42541,2024-02-20 23:15:53.455301,12195.52,Home,36,0.07,2561.0592000000006
4566,CUST_10494,2024-02-06 23:15:53.455301,12716.7,Auto,24,0.08,2034.6720000000003
4567,CUST_24817,2024-02-13 23:15:53.455301,11601.5,Auto,24,0.08,1856.24
4568,CUST_21080,2023-11-03 23:15:53.455301,17403.29,Auto,24,0.08,2784.5264
4569,CUST_16176,2024-04-08 23:15:53.455301,9632.89,Auto,12,0.07,674.3023000000001
4570,CUST_8683,2024-09-06 23:15:53.455301,48384.49,Home,36,0.07,10160.742900000001
4571,CUST_16942,2023-10-08 23:15:53.455301,10183.98,Auto,24,0.08,1629.4368
4572,CUST_36838,2024-08-30 23:15:53.455301,6694.78,Home,36,0.07,1405.9038
4573,CUST_20090,2024-01-22 23:15:53.455301,40945.67,Personal,24,0.07,5732.393800000001
4574,CUST_43947,2024-09-12 23:15:53.455301,29185.28,Personal,36,0.08,7004.4672
4575,CUST_24909,2024-10-04 23:15:53.455301,36212.55,Personal,48,0.09,13036.518
4576,CUST_49668,2024-09-05 23:15:53.455301,27660.91,Personal,48,0.09,9957.927599999999
4577,CUST_49923,2024-07-24 23:15:53.455301,25592.2,Home,12,0.05,1279.6100000000001
4578,CUST_40857,2024-02-13 23:15:53.455301,43266.58,Auto,48,0.1,17306.632
4579,CUST_29997,2023-12-19 23:15:53.455301,18749.21,Home,24,0.06,2249.9051999999997
4580,CUST_39099,2024-07-24 23:15:53.455301,11433.91,Auto,12,0.07,800.3737000000001
4581,CUST_31342,2024-01-05 23:15:53.455301,44356.94,Auto,12,0.07,3104.9858000000004
4582,CUST_42382,2024-08-30 23:15:53.455301,37671.1,Home,12,0.05,1883.555
4583,CUST_22921,2024-05-10 23:15:53.455301,11697.5,Home,36,0.07,2456.4750000000004
4584,CUST_18663,2024-05-21 23:15:53.455301,29693.59,Personal,24,0.07,4157.1026
4585,CUST_1942,2023-12-07 23:15:53.455301,21213.04,Auto,24,0.08,3394.0864
4586,CUST_25666,2024-04-02 23:15:53.455301,17703.8,Personal,24,0.07,2478.532
4587,CUST_32606,2023-11-24 23:15:53.455301,13404.19,Home,24,0.06,1608.5028
4588,CUST_28003,2024-04-16 23:15:53.455301,28372.52,Personal,12,0.06,1702.3512
4589,CUST_13685,2024-02-22 23:15:53.455301,11912.81,Auto,48,0.1,4765.124
4590,CUST_39215,2023-10-18 23:15:53.455301,34248.01,Home,36,0.07,7192.0821000000005
4591,CUST_6681,2024-06-11 23:15:53.455301,28525.24,Personal,36,0.08,6846.0576
4592,CUST_45403,2024-09-19 23:15:53.455301,23983.72,Home,36,0.07,5036.5812000000005
4593,CUST_38235,2024-04-19 23:15:53.455301,10587.56,Home,12,0.05,529.378
4594,CUST_28459,2024-04-29 23:15:53.455301,9294.33,Auto,24,0.08,1487.0928000000001
4595,CUST_11573,2023-12-17 23:15:53.455301,40984.09,Home,24,0.06,4918.090799999999
4596,CUST_17353,2024-04-21 23:15:53.455301,38421.28,Home,12,0.05,1921.064
4597,CUST_20799,2024-09-06 23:15:53.455301,22170.35,Personal,48,0.09,7981.325999999999
4598,CUST_40517,2024-03-02 23:15:53.455301,17198.06,Auto,12,0.07,1203.8642000000002
4599,CUST_29410,2024-01-24 23:15:53.455301,10154.73,Auto,12,0.07,710.8311
4600,CUST_41578,2024-02-14 23:15:53.455301,32372.62,Personal,24,0.07,4532.1668
4601,CUST_43443,2024-01-22 23:15:53.455301,28563.49,Home,12,0.05,1428.1745
4602,CUST_39878,2024-08-29 23:15:53.455301,12326.14,Home,24,0.06,1479.1367999999998
4603,CUST_46000,2024-03-10 23:15:53.455301,22268.62,Home,12,0.05,1113.431
4604,CUST_36544,2024-04-16 23:15:53.455301,21471.35,Personal,12,0.06,1288.281
4605,CUST_36004,2024-01-27 23:15:53.455301,39463.51,Home,24,0.06,4735.6212000000005
4606,CUST_17484,2024-08-21 23:15:53.455301,26298.96,Personal,48,0.09,9467.6256
4607,CUST_22488,2024-09-08 23:15:53.455301,26088.08,Personal,48,0.09,9391.7088
4608,CUST_24007,2024-09-09 23:15:53.455301,28460.02,Personal,36,0.08,6830.4048
4609,CUST_3559,2024-01-25 23:15:53.455301,24024.2,Home,12,0.05,1201.21
4610,CUST_7019,2024-06-10 23:15:53.455301,43902.15,Home,24,0.06,5268.258
4611,CUST_5826,2023-10-12 23:15:53.455301,44012.48,Home,12,0.05,2200.6240000000003
4612,CUST_43438,2024-08-11 23:15:53.455301,21531.66,Home,36,0.07,4521.6486
4613,CUST_17584,2024-03-29 23:15:53.455301,30768.04,Auto,24,0.08,4922.8864
4614,CUST_43209,2023-10-20 23:15:53.455301,10394.03,Personal,12,0.06,623.6418
4615,CUST_41947,2024-01-29 23:15:53.455301,26785.71,Home,24,0.06,3214.2852
4616,CUST_7470,2024-05-18 23:15:53.455301,16820.93,Auto,24,0.08,2691.3488
4617,CUST_6690,2024-03-12 23:15:53.455301,27455.52,Auto,36,0.09,7412.9904
4618,CUST_22949,2023-11-26 23:15:53.455301,34588.96,Home,24,0.06,4150.6752
4619,CUST_16080,2024-01-20 23:15:53.455301,27489.3,Home,48,0.08,8796.576
4620,CUST_11391,2024-08-27 23:15:53.455301,23178.71,Home,24,0.06,2781.4451999999997
4621,CUST_13935,2024-01-06 23:15:53.455301,37325.28,Personal,12,0.06,2239.5168
4622,CUST_37880,2024-04-04 23:15:53.455301,37429.35,Personal,24,0.07,5240.109
4623,CUST_40689,2024-03-15 23:15:53.455301,27255.66,Auto,48,0.1,10902.264000000001
4624,CUST_14034,2024-02-29 23:15:53.455301,17903.05,Personal,12,0.06,1074.183
4625,CUST_33111,2024-01-30 23:15:53.455301,23248.26,Home,12,0.05,1162.413
4626,CUST_41367,2023-12-04 23:15:53.455301,18295.23,Personal,24,0.07,2561.3322000000003
4627,CUST_20712,2024-06-07 23:15:53.455301,18068.89,Home,12,0.05,903.4445000000001
4628,CUST_44906,2024-06-18 23:15:53.455301,12024.04,Personal,24,0.07,1683.3656000000003
4629,CUST_27593,2024-06-19 23:15:53.455301,16187.83,Auto,48,0.1,6475.1320000000005
4630,CUST_38082,2024-09-08 23:15:53.455301,8106.59,Personal,48,0.09,2918.3723999999997
4631,CUST_47925,2024-03-06 23:15:53.455301,48015.22,Personal,36,0.08,11523.6528
4632,CUST_43492,2023-10-30 23:15:53.455301,48715.56,Auto,36,0.09,13153.2012
4633,CUST_9127,2024-09-23 23:15:53.455301,27299.05,Personal,12,0.06,1637.943
4634,CUST_18722,2023-12-04 23:15:53.455301,11664.87,Personal,48,0.09,4199.3532000000005
4635,CUST_3644,2024-09-28 23:15:53.455301,20642.76,Home,24,0.06,2477.1312
4636,CUST_44426,2023-11-12 23:15:53.455301,18144.08,Auto,24,0.08,2903.0528000000004
4637,CUST_34687,2024-03-04 23:15:53.455301,46070.77,Home,48,0.08,14742.6464
4638,CUST_1897,2024-07-21 23:15:53.455301,16682.59,Home,36,0.07,3503.3439000000003
4639,CUST_28883,2024-09-25 23:15:53.455301,32261.12,Home,48,0.08,10323.5584
4640,CUST_23277,2024-02-23 23:15:53.455301,38587.44,Auto,12,0.07,2701.1208000000006
4641,CUST_41862,2024-04-13 23:15:53.455301,12045.6,Home,24,0.06,1445.472
4642,CUST_22009,2024-05-22 23:15:53.455301,34864.27,Home,48,0.08,11156.5664
4643,CUST_8548,2024-06-25 23:15:53.455301,11228.57,Home,12,0.05,561.4285
4644,CUST_8477,2024-06-15 23:15:53.455301,35995.25,Home,48,0.08,11518.48
4645,CUST_38586,2024-02-22 23:15:53.455301,47459.22,Home,36,0.07,9966.4362
4646,CUST_16742,2024-08-05 23:15:53.455301,20134.6,Home,36,0.07,4228.266
4647,CUST_29689,2023-12-02 23:15:53.455301,37266.45,Home,24,0.06,4471.973999999999
4648,CUST_45226,2023-11-05 23:15:53.455301,7126.96,Auto,12,0.07,498.88720000000006
4649,CUST_27133,2023-12-11 23:15:53.455301,45738.76,Auto,24,0.08,7318.2016
4650,CUST_6391,2024-09-28 23:15:53.456301,32852.07,Home,12,0.05,1642.6035000000002
4651,CUST_19871,2023-11-18 23:15:53.456301,25494.18,Personal,24,0.07,3569.1852000000003
4652,CUST_16734,2024-06-10 23:15:53.456301,44901.65,Personal,48,0.09,16164.594
4653,CUST_19760,2024-06-06 23:15:53.456301,38534.88,Auto,36,0.09,10404.417599999999
4654,CUST_47846,2023-12-28 23:15:53.456301,11432.86,Home,12,0.05,571.643
4655,CUST_36759,2023-12-07 23:15:53.456301,18086.81,Auto,24,0.08,2893.8896000000004
4656,CUST_49280,2024-08-03 23:15:53.456301,20630.41,Auto,48,0.1,8252.164
4657,CUST_17497,2024-03-17 23:15:53.456301,15503.88,Auto,12,0.07,1085.2716
4658,CUST_32287,2024-09-21 23:15:53.456301,14867.43,Home,36,0.07,3122.1603000000005
4659,CUST_12241,2024-07-17 23:15:53.456301,43944.26,Auto,48,0.1,17577.704
4660,CUST_47628,2024-07-20 23:15:53.456301,33821.23,Personal,48,0.09,12175.642800000001
4661,CUST_29656,2023-10-19 23:15:53.456301,18865.34,Personal,24,0.07,2641.1476000000002
4662,CUST_46460,2024-02-14 23:15:53.456301,21094.98,Personal,24,0.07,2953.2972000000004
4663,CUST_24185,2024-06-28 23:15:53.456301,24471.98,Home,12,0.05,1223.599
4664,CUST_36972,2024-07-27 23:15:53.456301,6190.51,Personal,36,0.08,1485.7224
4665,CUST_45476,2024-02-17 23:15:53.456301,35234.34,Personal,24,0.07,4932.8076
4666,CUST_5404,2023-11-28 23:15:53.456301,16802.79,Personal,24,0.07,2352.3906
4667,CUST_31456,2024-02-04 23:15:53.456301,15115.22,Personal,48,0.09,5441.4792
4668,CUST_31695,2024-10-01 23:15:53.456301,17064.76,Personal,48,0.09,6143.3135999999995
4669,CUST_39704,2023-10-12 23:15:53.456301,23703.46,Auto,12,0.07,1659.2422000000001
4670,CUST_48738,2023-11-28 23:15:53.456301,16463.66,Personal,48,0.09,5926.9176
4671,CUST_21097,2024-07-11 23:15:53.456301,41193.68,Home,24,0.06,4943.2416
4672,CUST_16419,2023-11-27 23:15:53.456301,31374.56,Personal,24,0.07,4392.438400000001
4673,CUST_49926,2024-01-15 23:15:53.456301,29482.77,Auto,48,0.1,11793.108
4674,CUST_12738,2024-05-21 23:15:53.456301,26000.09,Personal,36,0.08,6240.0216
4675,CUST_41601,2024-08-22 23:15:53.456301,9019.35,Personal,24,0.07,1262.709
4676,CUST_37434,2023-12-28 23:15:53.456301,31138.21,Personal,24,0.07,4359.3494
4677,CUST_35074,2024-08-16 23:15:53.456301,13806.68,Auto,36,0.09,3727.8036
4678,CUST_34991,2024-06-22 23:15:53.456301,7115.7,Home,12,0.05,355.785
4679,CUST_10598,2023-12-04 23:15:53.456301,20378.31,Home,48,0.08,6521.059200000001
4680,CUST_18197,2024-04-04 23:15:53.456301,33498.81,Personal,48,0.09,12059.5716
4681,CUST_46701,2023-10-12 23:15:53.456301,22494.57,Home,36,0.07,4723.859700000001
4682,CUST_18439,2024-08-13 23:15:53.456301,40881.42,Auto,36,0.09,11037.9834
4683,CUST_49303,2024-01-31 23:15:53.456301,27573.76,Home,48,0.08,8823.6032
4684,CUST_20236,2024-02-24 23:15:53.456301,9025.8,Auto,48,0.1,3610.3199999999997
4685,CUST_39475,2024-04-01 23:15:53.456301,28057.5,Auto,24,0.08,4489.2
4686,CUST_21147,2024-01-04 23:15:53.456301,27967.95,Auto,24,0.08,4474.872
4687,CUST_11053,2024-02-29 23:15:53.456301,35789.56,Auto,24,0.08,5726.3296
4688,CUST_6179,2024-07-01 23:15:53.456301,8328.84,Personal,36,0.08,1998.9216000000001
4689,CUST_31162,2024-09-29 23:15:53.456301,13358.85,Personal,24,0.07,1870.2390000000003
4690,CUST_19812,2024-06-26 23:15:53.456301,48502.48,Auto,24,0.08,7760.3968
4691,CUST_1288,2024-02-26 23:15:53.456301,26619.55,Personal,48,0.09,9583.037999999999
4692,CUST_43933,2024-02-24 23:15:53.456301,35477.27,Personal,48,0.09,12771.817199999998
4693,CUST_13675,2024-04-26 23:15:53.456301,45319.05,Personal,36,0.08,10876.572
4694,CUST_43606,2024-07-05 23:15:53.456301,40353.58,Auto,12,0.07,2824.7506000000003
4695,CUST_8819,2024-06-26 23:15:53.456301,7359.17,Auto,12,0.07,515.1419000000001
4696,CUST_36973,2024-03-16 23:15:53.456301,18417.16,Auto,24,0.08,2946.7456
4697,CUST_13021,2024-10-03 23:15:53.456301,5219.31,Home,48,0.08,1670.1792000000003
4698,CUST_33776,2024-07-03 23:15:53.456301,13988.77,Home,12,0.05,699.4385000000001
4699,CUST_15467,2023-10-26 23:15:53.456301,28784.98,Personal,36,0.08,6908.395200000001
4700,CUST_43609,2024-04-27 23:15:53.456301,29923.72,Personal,24,0.07,4189.3208
4701,CUST_9858,2023-12-28 23:15:53.456301,17449.83,Home,12,0.05,872.4915000000001
4702,CUST_26455,2024-09-01 23:15:53.456301,45727.86,Personal,12,0.06,2743.6716
4703,CUST_30913,2023-10-15 23:15:53.456301,36246.41,Auto,36,0.09,9786.530700000001
4704,CUST_20524,2024-08-11 23:15:53.456301,27806.86,Home,36,0.07,5839.440600000001
4705,CUST_399,2024-01-14 23:15:53.456301,20741.37,Home,24,0.06,2488.9644
4706,CUST_1856,2023-12-15 23:15:53.456301,45255.99,Auto,48,0.1,18102.396
4707,CUST_3406,2023-10-27 23:15:53.456301,12830.97,Auto,12,0.07,898.1679
4708,CUST_15081,2023-12-13 23:15:53.456301,26494.32,Home,48,0.08,8478.1824
4709,CUST_1206,2024-09-23 23:15:53.456301,28403.02,Auto,48,0.1,11361.208
4710,CUST_43092,2023-12-30 23:15:53.456301,38487.51,Auto,24,0.08,6158.0016000000005
4711,CUST_34714,2024-03-17 23:15:53.456301,37889.23,Personal,36,0.08,9093.415200000001
4712,CUST_45204,2023-12-19 23:15:53.456301,31556.29,Auto,48,0.1,12622.516000000001
4713,CUST_30123,2023-10-10 23:15:53.456301,34390.73,Home,24,0.06,4126.8876
4714,CUST_37082,2024-05-08 23:15:53.456301,9883.43,Personal,48,0.09,3558.0348
4715,CUST_17411,2024-09-22 23:15:53.456301,14012.24,Auto,12,0.07,980.8568000000001
4716,CUST_6675,2024-10-02 23:15:53.456301,30825.08,Auto,48,0.1,12330.032000000001
4717,CUST_32027,2023-11-14 23:15:53.456301,20395.99,Personal,36,0.08,4895.037600000001
4718,CUST_45809,2024-07-07 23:15:53.456301,37259.19,Home,12,0.05,1862.9595000000002
4719,CUST_23825,2024-09-14 23:15:53.456301,43866.97,Personal,12,0.06,2632.0182
4720,CUST_29058,2024-01-24 23:15:53.456301,32110.51,Home,24,0.06,3853.2611999999995
4721,CUST_2030,2024-06-07 23:15:53.456301,26334.13,Personal,36,0.08,6320.191199999999
4722,CUST_48430,2024-09-06 23:15:53.456301,33648.52,Personal,24,0.07,4710.7928
4723,CUST_32437,2023-10-22 23:15:53.456301,33058.08,Personal,12,0.06,1983.4848
4724,CUST_11131,2024-07-22 23:15:53.456301,20732.45,Personal,48,0.09,7463.682
4725,CUST_41232,2023-12-31 23:15:53.456301,45229.4,Home,12,0.05,2261.4700000000003
4726,CUST_24835,2024-06-28 23:15:53.456301,37670.35,Home,48,0.08,12054.512
4727,CUST_38598,2024-03-28 23:15:53.456301,33806.76,Home,12,0.05,1690.3380000000002
4728,CUST_23935,2023-12-20 23:15:53.456301,14820.93,Auto,48,0.1,5928.372
4729,CUST_30646,2024-06-26 23:15:53.456301,18181.06,Personal,12,0.06,1090.8636000000001
4730,CUST_31670,2024-08-10 23:15:53.456301,21896.18,Home,48,0.08,7006.7776
4731,CUST_25975,2023-12-09 23:15:53.456301,12671.63,Auto,36,0.09,3421.3401
4732,CUST_32559,2023-12-13 23:15:53.456301,49945.65,Home,48,0.08,15982.608
4733,CUST_42938,2023-12-22 23:15:53.456301,23444.11,Home,36,0.07,4923.263100000001
4734,CUST_32252,2024-02-05 23:15:53.456301,48932.92,Home,12,0.05,2446.646
